Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3bbee937a2860c4f521f05c500a0f6a5625cc1edf2e3bbf94291a1ac01deed3d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.818763,53.820337,On or near CROMWELL COURT,E01010587,Bradford 022B,Investigation complete; no suspect identified
3953d2f437976a95468755ec788e12bdc8440ee9fc4f990bb86a169cac615650,2012-05,West Yorkshire Police,West Yorkshire Police,-1.818525,53.801570,On or near LEY TOP LANE,E01010801,Bradford 036E,Investigation complete; no suspect identified
b6ce229a477667a3f4c1bc432c4972fe25de601bfa8f2f96682ea4e67c1dac41,2012-05,West Yorkshire Police,West Yorkshire Police,-1.621184,53.820838,On or near ST BENEDICTS DRIVE,E01011325,Leeds 046B,Investigation complete; no suspect identified
2a4796ad25474046df89aadfd6d80113e0083ef51255f9d81bbdf47826dd8027,2012-05,West Yorkshire Police,West Yorkshire Police,-1.903453,53.824174,On or near TURF COURT,E01010590,Bradford 031A,Investigation complete; no suspect identified
2c4d939557c0b07b4bd6d7529eb02078da094f8223007ce7610252566a976fb2,2012-05,West Yorkshire Police,West Yorkshire Police,-1.791523,53.698604,On or near OAKLANDS,E01010950,Calderdale 023C,Investigation complete; no suspect identified
30430673ce1f3a961d74dacd2b2e9b3847e79bcee636b7ea84a8d8d102ef0e5b,2012-05,West Yorkshire Police,West Yorkshire Police,-1.780692,53.646336,On or near CROSS CHURCH STREET,E01011107,Kirklees 029D,Investigation complete; no suspect identified
d1a135a6868d918814f526b3c8e5c87fecb8cd6f41f6cab052f7d847da18e7a1,2012-05,West Yorkshire Police,West Yorkshire Police,-1.828322,53.636581,On or near Petrol Station,E01011153,Kirklees 045C,Investigation complete; no suspect identified
9918a4f3fe89d0bba818aac24b0f83f8b49757eaac9223ade0ec93d7064e8065,2012-05,West Yorkshire Police,West Yorkshire Police,-1.756962,53.808714,On or near STATION ROAD,E01033693,Bradford 039J,Investigation complete; no suspect identified
113901a77ae0f42b1f1c8f3fadea5df363bf36bac995111ab2cb892978cd1eee,2012-05,West Yorkshire Police,West Yorkshire Police,-1.576032,53.827464,On or near MOOR PARK DRIVE,E01011692,Leeds 109D,Investigation complete; no suspect identified
d81a506b55b33bd9c7638cf5279bdc4e8b383fd5a02e06495667232263fc1c77,2012-05,West Yorkshire Police,West Yorkshire Police,-1.353796,53.715694,On or near QUARRY COURT,E01011749,Wakefield 005B,Investigation complete; no suspect identified
b95611b0172c6d426fdf63a5731b496090ac7f45d411dc556d7b1c6e93f80aa7,2012-05,West Yorkshire Police,West Yorkshire Police,-1.538560,53.797728,On or near GEORGE STREET,E01033010,Leeds 111B,Investigation complete; no suspect identified
a30a6f2bf87d9dac68ef2f433fed9d8d230e132b1f0a442334bcfea6093ee0d8,2012-05,West Yorkshire Police,West Yorkshire Police,-1.542659,53.794922,On or near Nightclub,E01033016,Leeds 111E,Investigation complete; no suspect identified
09864ac1d7fc21ca2a96d4da5482f6a5569785b885d3dae6a588e799eaba216d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.819295,53.852164,On or near WARREN LANE,E01010582,Bradford 015C,Investigation complete; no suspect identified
e7d988c2bb9fc094120be23db24dab1ccd1ddd364a5c21c65d61ab3da7f01a7d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.738604,53.781595,On or near TEVILLE COURT,E01010613,Bradford 045B,Investigation complete; no suspect identified
c794b2c47b9583ee3d38b5d8084d422c24268ce14d76eb8ee670032175ca1a58,2012-05,West Yorkshire Police,West Yorkshire Police,-1.810517,53.772643,On or near COOPER LANE,E01010761,Bradford 049G,Investigation complete; no suspect identified
525761efb257d9ab2747ca1ebe2f7b46fbbef4fcd67e4124024df556b504d2d9,2012-05,West Yorkshire Police,West Yorkshire Police,-1.793800,53.837068,On or near ALBERT ROAD,E01010784,Bradford 018C,Investigation complete; no suspect identified
f892ef38953624fd07f4a7ffd3706f63f0505d92b95168997bcb3af709d26238,2012-05,West Yorkshire Police,West Yorkshire Police,-1.690806,53.727041,On or near SHIRLEY PARADE,E01011242,Kirklees 004B,Investigation complete; no suspect identified
76189c4a361fabef47f2e4872d512e216efb5097d5d5310ece00b7c1152e319c,2012-05,West Yorkshire Police,West Yorkshire Police,-1.533158,53.823422,On or near GRANTON ROAD,E01011356,Leeds 042A,Investigation complete; no suspect identified
16a3fe3693d2587776efa5711fb04f88e11ac6eb764b805c750293e87ec3c381,2012-05,West Yorkshire Police,West Yorkshire Police,-1.532577,53.748603,On or near Supermarket,E01011490,Leeds 099A,Investigation complete; no suspect identified
f0e078136b298dbbd6421448f1eacb425d180cf7fc518e7830d23593941d0d10,2012-05,West Yorkshire Police,West Yorkshire Police,-1.496595,53.799213,On or near ROOKWOOD MOUNT,E01011617,Leeds 070B,Investigation complete; no suspect identified
506843b7a769d3472bc7cca805df61a0c7abf112caf168d8b465e0cc07e2560b,2012-05,West Yorkshire Police,West Yorkshire Police,-1.588077,53.823147,On or near BATCLIFFE MOUNT,E01011694,Leeds 109F,Investigation complete; no suspect identified
27a3d89d177cc4094748f33c7d814ef8f5fb85573f4939915d51cbf2b7b172d5,2012-05,West Yorkshire Police,West Yorkshire Police,-1.627346,53.800805,On or near GAMBLE HILL GREEN,E01011739,Leeds 080D,Investigation complete; no suspect identified
ac8d6cc22f81688e49f60277f933c68e732f78ac11a6cb94d42547ab61e17610,2012-05,West Yorkshire Police,West Yorkshire Police,-1.543832,53.798773,On or near Shopping Area,E01033010,Leeds 111B,Investigation complete; no suspect identified
9020901d8aeea81e73fc9c5ae542b08138f61d44002a410935719ee0bc7908a3,2012-05,West Yorkshire Police,West Yorkshire Police,-1.874205,53.780241,On or near BRIGHOUSE AND DENHOLME ROAD,E01010795,Bradford 043B,Investigation complete; no suspect identified
e5d7b9c177a7ee492b9a51b6b94b98f191ab8129440655759c215906e6ffd158,2012-05,West Yorkshire Police,West Yorkshire Police,-1.760534,53.754739,On or near Petrol Station,E01010866,Bradford 060E,Investigation complete; no suspect identified
ebfbe52d8449df3a68003e40efc43c6ccb0de31ad8449da19e4c080531222ee0,2012-05,West Yorkshire Police,West Yorkshire Police,-1.875839,53.673617,On or near BEECH STREET,E01010902,Calderdale 026F,Investigation complete; no suspect identified
5825b0aece98bf944f201576a4001388710cab810494d615139ae4ed58111f6a,2012-05,West Yorkshire Police,West Yorkshire Police,-1.633793,53.714225,On or near MARKET PLACE,E01011015,Kirklees 010A,Investigation complete; no suspect identified
a8feb1ebd4a38a64dd967d803c6af6127e201a37ace38e2754266da29418277f,2012-05,West Yorkshire Police,West Yorkshire Police,-1.698087,53.611687,On or near TURNSHAW ROAD,E01011197,Kirklees 051D,Investigation complete; no suspect identified
d81e166f7f56b6dabcc7c3d9dc47b390e5c043d9c1d31e9c15cad026f671d8c7,2012-05,West Yorkshire Police,West Yorkshire Police,-1.782609,53.644335,On or near RAMSDEN STREET,E01011229,Kirklees 042D,Investigation complete; no suspect identified
85abda624631ed0a75cb80970c1c523701c568f016196cb4c39e62d5eddb330c,2012-05,West Yorkshire Police,West Yorkshire Police,-1.633684,53.810478,On or near GROSMONT ROAD,E01011331,Leeds 058A,Investigation complete; no suspect identified
2e6d768aa806db535166903b2aee131a5416b0b39777a22eb278fc8d5eb1f8a0,2012-05,West Yorkshire Police,West Yorkshire Police,-1.496620,53.798341,On or near ROOKWOOD TERRACE,E01011617,Leeds 070B,Investigation complete; no suspect identified
552ab2c3101796d6242ee5b9514d77dd7ff4b0fd17a0a77ebb1e762a5c94b78a,2012-05,West Yorkshire Police,West Yorkshire Police,-1.747198,53.796048,On or near JERMYN STREET,E01033692,Bradford 039I,Investigation complete; no suspect identified
a7db6b3b50e6abf8b22014fc3b06287610d5054b0b26b5d4c07586a652ab41ee,2012-05,West Yorkshire Police,West Yorkshire Police,-1.608715,53.784675,On or near WHINCOVER BANK,E01011735,Leeds 078D,Investigation complete; no suspect identified
e25c1cd07a440b213ff918c34875525838dcd814d4ad263b66840c1d06e0ad96,2012-05,West Yorkshire Police,West Yorkshire Police,-1.912140,53.861813,On or near SPRING ROW,E01010711,Bradford 011A,Investigation complete; no suspect identified
b1d6886baa555dd0f6db92597f4b2cf748dce2418e21cff8a34c5e5413d3b766,2012-05,West Yorkshire Police,West Yorkshire Police,-1.763517,53.809635,On or near OAK VILLAS,E01010824,Bradford 034C,Investigation complete; no suspect identified
bf9638ab31440b0721244b5527d6f9b4975b94d6d08a68fdb3c0c6bd845e2d7d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.796021,53.767739,On or near BEDALE DRIVE,E01010845,Bradford 059B,Investigation complete; no suspect identified
78309f63783945ba9bd75af87179a515b5d96da1a693f99096975d9c68eb8222,2012-05,West Yorkshire Police,West Yorkshire Police,-1.664237,53.677525,On or near BELL STREET,E01011144,Kirklees 023D,Investigation complete; no suspect identified
9d20409266b3ce5dfa066ad80bac6653c4c7a4dec6dd08377f878ea85164df0b,2012-05,West Yorkshire Police,West Yorkshire Police,-1.375758,53.784867,On or near KIRKBY AVENUE,E01011405,Leeds 077E,Investigation complete; no suspect identified
aeb31977c91e13cb9db22e6dc9c520549d577483ca6096504b2be3d6b8ca8de7,2012-05,West Yorkshire Police,West Yorkshire Police,-1.522436,53.755008,On or near NESFIELD CLOSE,E01011476,Leeds 094D,Investigation complete; no suspect identified
b0c43a9437efe927c968a2f3d104209eff4c7041f457771837e30223c1272855,2012-05,West Yorkshire Police,West Yorkshire Police,-1.807475,53.800977,On or near MANOR CLOSE,E01010629,Bradford 040B,Investigation complete; no suspect identified
a626d9c45199f0ff0172e758ce62ad853baa210c8454ac79dc3a5125ef562912,2012-05,West Yorkshire Police,West Yorkshire Police,-1.878103,53.738945,On or near GROVE GARDENS,E01010940,Calderdale 006B,Investigation complete; no suspect identified
830550afa1479a8b70ebced72adaea283b6f87c29cab9af19e85bfa57b59955a,2012-05,West Yorkshire Police,West Yorkshire Police,-1.801417,53.636683,On or near KINGSLEY AVENUE,E01011080,Kirklees 043A,Investigation complete; no suspect identified
ad6180bf44e371c5e1217d9a3fb5b3450d5948d076b7bc5bb8fd883185e1c45e,2012-05,West Yorkshire Police,West Yorkshire Police,-1.764372,53.645973,On or near CHURCH LANE,E01011098,Kirklees 035D,Investigation complete; no suspect identified
e8811e7fb68ef63cbc98974c6e18338283bbcb2c1406471867eb4ada42baed7e,2012-05,West Yorkshire Police,West Yorkshire Police,-1.602877,53.745558,On or near Supermarket,E01011541,Leeds 104B,Investigation complete; no suspect identified
c88978d85b7dffea541d20bf3db94206217132ea772e77584297adeb11afe532,2012-05,West Yorkshire Police,West Yorkshire Police,-1.476101,53.823339,On or near KENTMERE APPROACH,E01011660,Leeds 040D,Investigation complete; no suspect identified
a9deec1be5a3a3ec85a3852ec340ab7ee6f9448a475f2c7afbe06e571bb85427,2012-05,West Yorkshire Police,West Yorkshire Police,-1.519408,53.806362,On or near Parking Area,E01011677,Leeds 064D,Investigation complete; no suspect identified
557197f7caad05701c6f7800ed0336ad87d1d7d9fabf79a09b792312d800ff82,2012-05,West Yorkshire Police,West Yorkshire Police,-1.822166,53.798798,On or near WEYHILL DRIVE,E01010800,Bradford 036D,Investigation complete; no suspect identified
6a82e81c551c921bd3666af83a7f1a5d0daf8270ce0d866872f8f4e9c6511b20,2012-05,West Yorkshire Police,West Yorkshire Police,-1.749419,53.802991,On or near BOLTON ROAD,E01010830,Bradford 035C,Investigation complete; no suspect identified
44693d1051439dae1d19ca540e1f3a43b74a16c4be026a3963004bc2aabbc340,2012-05,West Yorkshire Police,West Yorkshire Police,-1.780005,53.644717,On or near Nightclub,E01011107,Kirklees 029D,Investigation complete; no suspect identified
854cbb351a80b6201dea24a6764433a8f68af4dc6ea05e5efec9b4010d81b34a,2012-05,West Yorkshire Police,West Yorkshire Police,-1.770071,53.588315,On or near THE WATERSIDE,E01011176,Kirklees 053F,Investigation complete; no suspect identified
bf6bf493e46e04a50dbe10e838a30fd7a1a381af7e6f76c449ddb55ddf21341b,2012-05,West Yorkshire Police,West Yorkshire Police,-1.372984,53.798874,On or near ASH TERRACE,E01011398,Leeds 077B,Investigation complete; no suspect identified
f2fd90acfa55992d391272eed87648f2d68bcb62ca4fbcbba2339b40dbb20948,2012-05,West Yorkshire Police,West Yorkshire Police,-1.670694,53.802693,On or near Shopping Area,E01011587,Leeds 062B,Investigation complete; no suspect identified
e55af1a75812b2a3df79835df817668a5166610e2bfe95e2b745c45e9fc61895,2012-05,West Yorkshire Police,West Yorkshire Police,-1.814773,53.767518,On or near PINTAIL AVENUE,E01033695,Bradford 049H,Investigation complete; no suspect identified
f8746339ccf74a5746064dfa98b94499c73a1f4a576f108072578100079127ba,2012-05,West Yorkshire Police,West Yorkshire Police,-1.324872,53.717458,On or near FARRIERS PLACE,E01011755,Wakefield 005D,Investigation complete; no suspect identified
5429ed1df077eb4232ac99ffd0197ecc3397fee40c14bafc1ba4e1b9a5e2c765,2012-05,West Yorkshire Police,West Yorkshire Police,-1.493229,53.681562,On or near KIRKGATE,E01011916,Wakefield 017D,Investigation complete; no suspect identified
79f88bc893d30721e4bb735d538a46dd980c845be11fc7e79b82505543fd1e02,2012-05,West Yorkshire Police,West Yorkshire Police,-1.862456,53.729958,On or near POPLAR STREET,E01032923,Calderdale 008F,Investigation complete; no suspect identified
1c2bc44e1387898be4eeb85c05dc067140c9ea738d769d4a240fa7b35844b76d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.539461,53.795862,On or near Nightclub,E01033011,Leeds 111C,Investigation complete; no suspect identified
12457beada5ace468a346f9ddcba15fea7255330476a39937758cb5cb48c405d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.711449,53.784562,On or near TRANTER GROVE,E01010610,Bradford 046B,Investigation complete; no suspect identified
0ab418068d4ed928ef7adbc9c1690d076865ab1dc9d8f9c8a740d70c3446dd36,2012-05,West Yorkshire Police,West Yorkshire Police,-1.601255,53.798357,On or near EDINBURGH GROVE,E01032500,Leeds 067H,Investigation complete; no suspect identified
735045ebe7bc372294edffe6cafbcdb6096eed51298a39d0601079f7afc96391,2012-05,West Yorkshire Police,West Yorkshire Police,-1.784176,53.802565,On or near DURHAM TERRACE,E01010813,Bradford 037D,Investigation complete; no suspect identified
7c89c3a6f0dfd14ae7a680cbf10a8884996d2d54b96d823b4b1986e65ecf76e6,2012-05,West Yorkshire Police,West Yorkshire Police,-2.083090,53.716966,On or near PHOENIX COURT,E01010884,Calderdale 022A,Investigation complete; no suspect identified
60fab213cb497fe920cd30aecf9a6d6d3906433acb25e31a3e1a60f77dca9fb3,2012-05,West Yorkshire Police,West Yorkshire Police,-1.817328,53.633059,On or near WILLIAM HORSFALL STREET,E01011083,Kirklees 047B,Investigation complete; no suspect identified
9343b0f921b1a25377c96cb29028bfae47bd363daac8406a74691e622a20438a,2012-05,West Yorkshire Police,West Yorkshire Police,-1.776122,53.638194,On or near MANOR RISE,E01011225,Kirklees 042C,Investigation complete; no suspect identified
9b4c4ca364d3e30f03fd79b3f35471b160ec42afe88f5f9f2f650b741438bdd4,2012-05,West Yorkshire Police,West Yorkshire Police,-1.510654,53.812187,On or near BERKELEY ROAD,E01011432,Leeds 053B,Investigation complete; no suspect identified
b96988fd026b5520f5a890c21075b570ec443ba9ebc0da57994a1127f79354ad,2012-05,West Yorkshire Police,West Yorkshire Police,-1.647954,53.803851,On or near STANNINGLEY BY-PASS,E01011609,Leeds 068B,Investigation complete; no suspect identified
e3ec3fd9808d1a2a631399d943482af71e91c8738e9bef0d46e6d8c364bf4da3,2012-05,West Yorkshire Police,West Yorkshire Police,-1.755422,53.794205,On or near KIRKGATE,E01033690,Bradford 039G,Investigation complete; no suspect identified
318c0df15698395b2ca143dba70e1da5c01f0a9705b869f1ec469cbd8c7a4f01,2012-05,West Yorkshire Police,West Yorkshire Police,-1.542510,53.796053,On or near BRIGGATE,E01033010,Leeds 111B,Investigation complete; no suspect identified
c84b5f631e69d107c3c83e4ca0743c2797bb1c625c4b040391d50dbe97f2db00,2012-05,West Yorkshire Police,West Yorkshire Police,-1.744639,53.825020,On or near LIVINGSTONE CLOSE,E01010603,Bradford 024A,Investigation complete; no suspect identified
bcf8b90767464b0015f2e963e2458265fc9153944cd1a7f70e84d57da8815925,2012-05,West Yorkshire Police,West Yorkshire Police,-1.916320,53.870165,On or near GISBURN STREET,E01010719,Bradford 007A,Investigation complete; no suspect identified
cf02a391562fa9054d0387927bd2d616553fe814d705235d6931523d33da6e08,2012-05,West Yorkshire Police,West Yorkshire Police,-1.876011,53.625072,On or near LONDON ROAD,E01011073,Kirklees 049C,Investigation complete; no suspect identified
50a2649a4070a91300e5dfab71ccf465a84844b010cbce8171fc497d2576ee9f,2012-05,West Yorkshire Police,West Yorkshire Police,-1.660994,53.679781,On or near UNION STREET,E01011144,Kirklees 023D,Investigation complete; no suspect identified
83a5acf1de1f249aa2685ac0b45f618838c94e7b0eab4c160d8d998a443de71d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.789768,53.631288,On or near LOCKWOOD SCAR,E01011224,Kirklees 048A,Investigation complete; no suspect identified
71b652cc9c94e958d61898bf4858181f7f3b3b4e116199ee080775ba1eb6c909,2012-05,West Yorkshire Police,West Yorkshire Police,-1.632650,53.687149,On or near KERTLAND STREET,E01011257,Kirklees 024A,Investigation complete; no suspect identified
c08854f1fcadf59f0773ab8c2b907bc22937a91117f2b2c407e8379d5e158ef9,2012-05,West Yorkshire Police,West Yorkshire Police,-1.518708,53.818386,On or near HAREHILLS AVENUE,E01011426,Leeds 048B,Investigation complete; no suspect identified
fae1c21cc5e175f564a055cff43418bf6f9265ebe68dfdd0701086063612b714,2012-05,West Yorkshire Police,West Yorkshire Police,-1.460130,53.810739,On or near YORK ROAD,E01011666,Leeds 061D,Investigation complete; no suspect identified
3416162ba3c7b937b327a7dcab635a9e8e2adfe8e346a129bf0407f4da243392,2012-05,West Yorkshire Police,West Yorkshire Police,-1.784473,53.643710,On or near ALBION STREET,E01011229,Kirklees 042D,Investigation complete; no suspect identified
15e9e01d38a8402c7cdad6cafaa1155f4bc258ca70a026c04cbc282812bff77d,2012-05,West Yorkshire Police,West Yorkshire Police,-1.563743,53.814207,On or near HYDE PARK TERRACE,E01011443,Leeds 110B,Investigation complete; no suspect identified
f24cc1770c6ed241b55448c66dcb5f70af1aa6561569594343aa75007cf509ff,2012-05,West Yorkshire Police,West Yorkshire Police,-1.468797,53.827981,On or near RAMSHEAD HILL,E01011657,Leeds 035B,Suspect charged
bef2712d330fa4e76ce37effabf35efdc8402b0494e5a190e8543b5ffba727fd,2012-05,West Yorkshire Police,West Yorkshire Police,-1.719303,53.778864,On or near MITRE COURT,E01010614,Bradford 046D,Investigation complete; no suspect identified
95d6f5ab509320e54628ff5b82927f8731e7c9907b3432f7ac36d35935f4d751,2012-05,West Yorkshire Police,West Yorkshire Police,-1.372848,53.796797,On or near STURTON LANE,E01011397,Leeds 077A,Investigation complete; no suspect identified
9a5ac87800c85f3594e34f76681c0ed18c3308a80d92215acef4312d007a1366,2012-05,West Yorkshire Police,West Yorkshire Police,-1.592877,53.787049,On or near GREENVILLE AVENUE,E01011736,Leeds 083B,Investigation complete; no suspect identified
22f8e648bcac180cb0766a1c269fa563c3a6579fa555955e292b36225c3eeff7,2012-05,West Yorkshire Police,West Yorkshire Police,-1.553534,53.798737,On or near SOMERS PLACE,E01033008,Leeds 111A,Investigation complete; no suspect identified
dd843033b7b68dc6ed8beef9cca0ebe19f45aa9f3ce965e1e77e6fab3ec329d6,2012-05,West Yorkshire Police,West Yorkshire Police,-1.742761,53.824045,On or near PLUMPTON CLOSE,E01010603,Bradford 024A,Investigation complete; no suspect identified
69a3b297517daa0787e507f5a48e17e26b3d132172bb335c2bf32f346eb839ff,2012-05,West Yorkshire Police,West Yorkshire Police,-1.778033,53.812970,On or near ASHBURNHAM GROVE,E01010673,Bradford 029C,Investigation complete; no suspect identified
d38fa63397fd7c93619b0497deb261aade49aa71356a492e9a54b918996ea1f1,2012-05,West Yorkshire Police,West Yorkshire Police,-1.828609,53.920224,On or near QUEEN'S GARDENS,E01010692,Bradford 001D,Investigation complete; no suspect identified
c463f193f8ced81dcf275761c07e5f3e44c26859d52a2b0e37ff18b9f354a5c0,2012-05,West Yorkshire Police,West Yorkshire Police,-1.820001,53.857657,On or near MOOR CROFT,E01010766,Bradford 010E,Investigation complete; no suspect identified
fc9e587e4766d4c9d5265af1646c11d0fd6eddd0995b0762c0495b4e2177c03e,2012-05,West Yorkshire Police,West Yorkshire Police,-1.924905,53.840215,On or near LINGFIELD DRIVE,E01010861,Bradford 023F,Investigation complete; no suspect identified
39b63db9dd97e6cb2700786cf3a2e811336d2288a053f2120b9fb53e021b3a34,2012-05,West Yorkshire Police,West Yorkshire Police,-1.600293,53.707808,On or near SYKES LANE,E01011126,Kirklees 014C,Investigation complete; no suspect identified
fa18490ecc7b068b83914bd8a2154909c38da439e229462120f4e067aa5f9f63,2012-05,West Yorkshire Police,West Yorkshire Police,-1.638831,53.695697,On or near NORTHFIELD ROAD,E01033542,Kirklees 017E,Investigation complete; no suspect identified
0c3de115526d1f2e41804d49ff5d4b9149537a1dfdd7e09ca4be8d3b1b8f1335,2012-05,West Yorkshire Police,West Yorkshire Police,-1.499184,53.802298,On or near BACK ST ALBAN CRESCENT,E01011340,Leeds 060B,Investigation complete; no suspect identified
56ca7146b5e149f3310e96506fdc822970875f8b19b57e4d9d817f9dcf6dce43,2012-05,West Yorkshire Police,West Yorkshire Police,-1.514379,53.796123,On or near TEMPLE VIEW GROVE,E01011623,Leeds 075B,Investigation complete; no suspect identified
74576ba861e853ac453ddf88e0f3479a9af9cb3ccb203980845100e7903cef1c,2012-05,West Yorkshire Police,West Yorkshire Police,-1.454353,53.824069,On or near YORK ROAD,E01011720,Leeds 029E,Investigation complete; no suspect identified
148c0d5adab2ff75bfdafb2f24909364762b255b159400468838c57fe03c0078,2012-05,West Yorkshire Police,West Yorkshire Police,-1.827039,53.846756,On or near BROADWAY,E01010584,Bradford 015D,Investigation complete; no suspect identified
6a63f84c3a8f16e46cd4a09be2f88b3af5afc12d120e176c82a5ea920d8386bd,2012-05,West Yorkshire Police,West Yorkshire Police,-1.726242,53.831990,On or near APPLEHAIGH CLOSE,E01010680,Bradford 019A,Investigation complete; no suspect identified
b8d472f139af7b4b45fcc88bbcfc8a96607a8946edbe84864d7957f6457c8276,2012-05,West Yorkshire Police,West Yorkshire Police,-1.913133,53.859549,On or near RUTLAND STREET,E01010711,Bradford 011A,Investigation complete; no suspect identified
e731c6798a2c1bc76eda306f61dfaaf1f2eb3825c69b74782942adcd291f5bed,2012-05,West Yorkshire Police,West Yorkshire Police,-1.775274,53.766515,On or near B6380,E01010749,Bradford 056D,Investigation complete; no suspect identified
dc781092a8d58d5fe52a8b24636612eedb804b74810d21b66181464b80669f83,2012-05,West Yorkshire Police,West Yorkshire Police,-1.780219,53.772376,On or near BEECHWOOD AVENUE,E01010853,Bradford 054D,Investigation complete; no suspect identified
93f50a108b1449b5eeab130b32bccba9922d3f315dc9ee12994a4e630d4314df,2012-05,West Yorkshire Police,West Yorkshire Police,-1.603746,53.614252,On or near WOODHOUSE LANE,E01011109,Kirklees 054A,Investigation complete; no suspect identified
035abf71fd10610262490fe645cfcc9309809a796d82762c07f3e0e7ea2cb3d3,2012-05,West Yorkshire Police,West Yorkshire Police,-1.587879,53.809215,On or near WOODSIDE AVENUE,E01011482,Leeds 056D,Investigation complete; no suspect identified
269425f5229d2081c416b7d76674fe40e6d6721ed88a16052e50564bb6ed66d7,2012-05,West Yorkshire Police,West Yorkshire Police,-1.755616,53.794717,On or near Shopping Area,E01033690,Bradford 039G,Investigation complete; no suspect identified
0ca4b0f3d709f933ed78c3382906760e738b82de1f8512d723fe733dcb71de1a,2012-05,West Yorkshire Police,West Yorkshire Police,-1.324516,53.593893,On or near KINGS CROFT,E01011868,Wakefield 045C,Investigation complete; no suspect identified
a8a1b651888c076a4ed5e13ab85280429e5c0214c3389d94bf3b270be0394784,2012-05,West Yorkshire Police,West Yorkshire Police,-1.499940,53.685042,On or near NORTHGATE,E01011916,Wakefield 017D,Investigation complete; no suspect identified
ff990a0481c2a94e73c547e2e5deaf8e2f23768faeeeb883891d256017f70121,2012-05,West Yorkshire Police,West Yorkshire Police,-1.726242,53.831990,On or near APPLEHAIGH CLOSE,E01010680,Bradford 019A,Investigation complete; no suspect identified
0bd2ba9d27e19068e4a4ee66b2c86a044e3e88aefe325346c2420b2e89e672f2,2012-05,West Yorkshire Police,West Yorkshire Police,-1.738203,53.807048,On or near HARROGATE PLACE,E01010829,Bradford 035B,Investigation complete; no suspect identified
a1497aab745264d648156c6907301bc87ec11a99e92f0366beaa02876bd38886,2012-05,West Yorkshire Police,West Yorkshire Police,-1.785613,53.797615,On or near WATERSIDE ROAD,E01010833,Bradford 041C,Investigation complete; no suspect identified
ea063176e11016d7e535ec98ee59e0cf9b44b0f49f409ee293a3152f3144db52,2012-05,West Yorkshire Police,West Yorkshire Police,-1.545254,53.776731,On or near CROSS LINDEN TERRACE,E01011371,Leeds 085B,Investigation complete; no suspect identified
b08a3f1737be83d0662c62f2fb4476b1222a58edb2f022b198ee87efd0c89c70,2012-05,West Yorkshire Police,West Yorkshire Police,-1.498268,53.819335,On or near LAWRENCE CRESCENT,E01011423,Leeds 047A,Investigation complete; no suspect identified
8e1ea333195765802b672a5771c472de21c462321371152861b0dff397321d82,2012-05,West Yorkshire Police,West Yorkshire Police,-1.593716,53.761490,On or near DAFFIL GROVE,E01011518,Leeds 093A,Investigation complete; no suspect identified
db6cc9882982bc7818851e990902a109d2d547f00009b7b732f2db9cc12c6789,2012-05,West Yorkshire Police,West Yorkshire Police,-1.523107,53.786855,On or near BRIDGEWATER ROAD,E01011621,Leeds 070D,Investigation complete; no suspect identified
95aee492019f9c201975382e65bf5a2926efd693094781ea589cd7d1c3becf02,2012-05,West Yorkshire Police,West Yorkshire Police,-1.556750,53.816267,On or near BACK DELPH MOUNT,E01011668,Leeds 110E,Investigation complete; no suspect identified
820ab64fe9b384136bd6b0dec33967ae21310f6a1e00c644551c1976d8c891d7,2012-05,West Yorkshire Police,West Yorkshire Police,-1.320572,53.719106,On or near HENSON GROVE,E01011750,Wakefield 003D,Investigation complete; no suspect identified
45713c8b6c8e95afcbb3864b0accdc35610219a740ca352d65cb78ace2f169fc,2012-05,West Yorkshire Police,West Yorkshire Police,-1.567284,53.685493,On or near WAKEFIELD ROAD,E01011825,Wakefield 021C,Investigation complete; no suspect identified
ac122c0d983bb525456d31fa73043c94c03d4bfdfdb922ede0ca3a5e3dea8fa5,2012-05,West Yorkshire Police,West Yorkshire Police,-1.309056,53.693162,On or near Bus/Coach Station,E01011838,Wakefield 015C,Investigation complete; no suspect identified
9f568e2c90cfcf5602998e9e0ce41d0b646f133bcb27294eec45452da4b22e56,2012-05,West Yorkshire Police,West Yorkshire Police,-1.908947,53.869010,On or near Further/Higher Educational Building,E01010710,Bradford 008G,Investigation complete; no suspect identified
21fccb58d2b0bd5fab59077c73a094ef3b401c768a184a61c5d0ed76a58582cf,2012-05,West Yorkshire Police,West Yorkshire Police,-1.741730,53.806444,On or near PEEL PARK VIEW,E01010829,Bradford 035B,Investigation complete; no suspect identified
1218f828c87b1a9407e32c3bacca4c4babde071bdcaa334127514f925b012026,2012-05,West Yorkshire Police,West Yorkshire Police,-1.623729,53.689063,On or near Petrol Station,E01011130,Kirklees 017B,Investigation complete; no suspect identified
8064b3074c27084d0dca683593ccb56e669b7c0acd7123324e5cd621be13ac73,2012-05,West Yorkshire Police,West Yorkshire Police,-1.794601,53.620079,On or near WAINGATE,E01011228,Kirklees 048D,Investigation complete; no suspect identified
