Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
5e37c5da9e16984f239748da9a3e2bf5614f684d4a309531cf38cec916f24338,2013-05,Dorset Police,Dorset Police,-2.456085,50.607770,On or near LOWER ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
5e37c5da9e16984f239748da9a3e2bf5614f684d4a309531cf38cec916f24338,2013-05,Dorset Police,Dorset Police,-2.456085,50.607770,On or near LOWER ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
03d0583118e1480a2ccd4a970e335e356c657367542f22bfca266af7ac39d315,2013-05,Dorset Police,Dorset Police,-2.444908,50.634846,On or near HAYMOOR AVENUE,E01020557,Weymouth and Portland 002A,Suspect charged
fe1ff0041528f4d96bbacec31e1ad16cc25768d3c80d92af2bbbfe75edc65119,2013-05,Dorset Police,Dorset Police,-2.463850,50.650078,On or near REEDLING CLOSE,E01020571,Weymouth and Portland 001D,Offender given a caution
1a9897e6596d3ba35e13e33d391e608f250ef598cf0cc18b5842b378d72d3def,2013-05,Dorset Police,Dorset Police,-2.457653,50.612017,On or near Parking Area,E01020573,Weymouth and Portland 005B,Suspect charged
01ad1efa68aba28244d4f16b92d400e5a9497a0f4ce1b7e6ba9f5e51a56e2781,2013-05,Dorset Police,Dorset Police,-2.469082,50.614409,On or near LINKS ROAD,E01020574,Weymouth and Portland 003A,Suspect charged
11e8c80b817d0cffbeab00bcfe597025d7ecd3d9164c66f0aa5a84e414dea734,2013-05,Dorset Police,Dorset Police,-2.377644,50.958619,On or near RING STREET,E01020434,North Dorset 004B,Suspect charged
ee93478042a6ca2ce9c4f386e08d1b212c006eb535cd31b851345546d4170b03,2013-05,Dorset Police,Dorset Police,-2.266927,50.943530,On or near B3091,E01020459,North Dorset 004E,Suspect charged
5f0f56f1cb96414baae97c0ef367a3e6d6fe2adb022f69e85e635c187dd0fb56,2013-05,Dorset Police,Dorset Police,-2.189252,51.016447,On or near LITTLEDOWN,E01020456,North Dorset 003C,Suspect charged
035f6865c437049374a5823c9e2f671d120116773d9776cef868bfa10c95e90e,2013-05,Dorset Police,Dorset Police,-2.279803,51.037406,On or near WYKE STREET,E01020464,North Dorset 001D,Suspect charged
1fe844066f1974d51b727732d583cf3976f0951bcdae564776793bff3e0fcdc7,2013-05,Dorset Police,Dorset Police,-2.118360,50.692551,On or near WALLS VIEW ROAD,E01020488,Purbeck 003F,Suspect charged
f9c8c5a841b2324ec67da35478a75bcac43a904c4e2d3b95facf098735cf0494,2013-05,Dorset Police,Dorset Police,-2.489853,50.888016,On or near A352,E01020508,West Dorset 002B,Suspect charged
f3a82dc6757486eb2def1cf66694d27c5d3915b0831839c034c321be048900df,2013-05,Dorset Police,Dorset Police,-2.453699,50.610936,On or near Shopping Area,E01020554,Weymouth and Portland 004B,Suspect charged
a37f8464be3bd21eef1c0ef4d19397ef0d4af4895feedc630fa34edebcea668b,2013-05,Dorset Police,Dorset Police,-2.456580,50.610655,On or near Parking Area,E01020554,Weymouth and Portland 004B,Suspect charged
15cbb1c23728c043502e3adfda9e5b7bb422436445f563822161cfa893d7eb73,2013-05,Dorset Police,Dorset Police,-2.418382,50.646095,On or near TALLIDGE CLOSE,E01020558,Weymouth and Portland 002B,Suspect charged
bb39b4bf58e71a8a41d28738400dc75a7f96474b291c8667aab8e8aafca61ab0,2013-05,Dorset Police,Dorset Police,-2.445015,50.533864,On or near AVALANCHE ROAD,E01020566,Weymouth and Portland 009D,Offender given a caution
25a95aa0653b4df2c71d8900a7e580821db3a839ec91de868423839d88e3da53,2013-05,Dorset Police,Dorset Police,-1.888694,50.826341,On or near MARY LANE,E01020422,East Dorset 006B,Suspect charged
08228f1fa22ed7964830efcc3cc85869292eed60a8ac70bd3bb316e00f7c7d23,2013-05,Dorset Police,Dorset Police,-2.453559,50.646278,On or near CANBERRA ROAD,E01020552,Weymouth and Portland 001B,Suspect charged
a8919b754daf2edec90313edf0505b04e45c589216896edf5c6aaaafe07de803,2013-05,Dorset Police,Dorset Police,-2.196293,51.006013,On or near HIGH STREET,E01020454,North Dorset 003A,Suspect charged
b70789f74d392b8ed36f486de0aa93b2dae8f4130524ee964a2558da9e01e508,2013-05,Dorset Police,Dorset Police,-1.965098,50.607840,On or near MANWELL'S LANE,E01020482,Purbeck 006E,Suspect charged
a56bea5a49a89bd46f967c97c7435e738da4b93554e9ac6e307a53803a9bb57b,2013-05,Dorset Police,Dorset Police,-2.443983,50.701675,On or near Supermarket,E01020524,West Dorset 010E,Suspect charged
d719f10c74fa7fb4d521a22166ea863fcf69581332a82d73e2e90e4d5777a78b,2013-05,Dorset Police,Dorset Police,-2.453804,50.608561,On or near MAIDEN STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
d719f10c74fa7fb4d521a22166ea863fcf69581332a82d73e2e90e4d5777a78b,2013-05,Dorset Police,Dorset Police,-2.453804,50.608561,On or near MAIDEN STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
18bd9c15d7b30f5d5dadb7f62df3b92311e1a4c1014a7d39c9b69f249ae03bf8,2013-05,Dorset Police,Dorset Police,-2.416781,50.645732,On or near HOLCOMBE CLOSE,E01020558,Weymouth and Portland 002B,Suspect charged
f49591c9a3bef42fd31335a6e9c6a6e0dc7b4762eb0959ec50424eb87f98beef,2013-05,Dorset Police,Dorset Police,-2.418382,50.646095,On or near TALLIDGE CLOSE,E01020558,Weymouth and Portland 002B,Offender given a caution
78c2ce8a1921069e13a48be347e8b4acd95b20fac80cf1468bc3a1516f26ca90,2013-05,Dorset Police,Dorset Police,-2.418382,50.646095,On or near TALLIDGE CLOSE,E01020558,Weymouth and Portland 002B,Offender given a caution
fd1a6b2db24a9b0bec9ccbe6a40e7cbb3b58727b2e8e226e8594bb8af5391cc8,2013-05,Dorset Police,Dorset Police,-2.482862,50.600549,On or near JASMINE WAY,E01020589,Weymouth and Portland 007D,Suspect charged
cf9896655ae538f7d0065e1af7f9244c5aef1a513704985f3e9f7a56f12e405d,2013-05,Dorset Police,Dorset Police,-1.906941,50.788930,On or near POMPEYS LANE,E01020399,East Dorset 011B,Suspect charged
b749dd953d633f4ca8cec6726fa76877fd411818cb713750eabe7ed1ca71d374,2013-05,Dorset Police,Dorset Police,-2.200878,51.004971,On or near MAGDALENE LANE,E01020454,North Dorset 003A,Suspect charged
b31a881872dd12a1274c8710d2f78096cbfd0ab9f34e580eced47237ba9b9fe4,2013-05,Dorset Police,Dorset Police,-2.076394,50.759770,On or near PADDOCK CLOSE,E01020470,Purbeck 001C,Suspect charged
6360d9a4801574e964b7b37d55233d70587324743cd0fed5d355e54ef447115a,2013-05,Dorset Police,Dorset Police,-2.118360,50.692551,On or near WALLS VIEW ROAD,E01020488,Purbeck 003F,Suspect charged
bd477136ceb2b404cb054d14e6ec86a7897550aad65d3a87e6dcab00ef3e96cd,2013-05,Dorset Police,Dorset Police,-2.765133,50.739577,On or near DIMENTS GARDENS,E01020499,West Dorset 006B,Suspect charged
12d0f6274fc1c28e50fe09269385cfa48902a74e59dceb4399b1e78c8e6857e9,2013-05,Dorset Police,Dorset Police,-2.444837,50.565870,On or near Hospital,E01020569,Weymouth and Portland 008D,Offender given a caution
01f7d1812f8a18ae16ba1837f62515d40b2acde375bb0b6a1dd2cf2a258101ab,2013-05,Dorset Police,Dorset Police,-2.461636,50.607388,On or near Supermarket,E01020573,Weymouth and Portland 005B,Suspect charged
4c57d25870bef2a2cb695736447a9db92fe56a4449f44bc1ac6b8bf642f727cc,2013-05,Dorset Police,Dorset Police,-2.461636,50.607388,On or near Supermarket,E01020573,Weymouth and Portland 005B,Suspect charged
c5968972aebcd078ce6ac7499044c66e42a5c2fcf137b407ed4d910fdc8334e6,2013-05,Dorset Police,Dorset Police,-2.481314,50.610843,On or near RADIPOLE LANE,E01020578,Weymouth and Portland 005D,Suspect charged
c5968972aebcd078ce6ac7499044c66e42a5c2fcf137b407ed4d910fdc8334e6,2013-05,Dorset Police,Dorset Police,-2.481314,50.610843,On or near RADIPOLE LANE,E01020578,Weymouth and Portland 005D,Suspect charged
e7f52036738afee3e5d79c52f8a5af81ace9fda33cb5332e324c22cd71da031e,2013-05,Dorset Police,Dorset Police,-2.276377,51.041613,On or near Supermarket,E01020443,North Dorset 001A,Suspect charged
078afc38b57f11d00a725f8053e5b8d42e1437e22e185b26c0e526125f072200,2013-05,Dorset Police,Dorset Police,-2.762359,50.733678,On or near TANNERY ROAD,E01020503,West Dorset 008B,Suspect charged
bd15df4a56ea8c681dcffe7a4dd796e105e2c4a64d1556b4e86b2f23a392583e,2013-05,Dorset Police,Dorset Police,-2.203267,51.007000,On or near THE KNAPP,E01020457,North Dorset 003D,Suspect charged
82b1614b9d4c896fef9382523f53adfe0829b1dc409cc5e652757bd50b6a6a6c,2013-05,Dorset Police,Dorset Police,-2.608252,50.941665,On or near A30,E01020497,West Dorset 002A,Suspect charged
3304603fa4edcf18f0adda68d10c8b3002d6b556ee54b567381621a5daf356ab,2013-05,Dorset Police,Dorset Police,-2.760677,50.740074,On or near ARMSTRONG ROAD,E01020499,West Dorset 006B,Suspect charged
078afc38b57f11d00a725f8053e5b8d42e1437e22e185b26c0e526125f072200,2013-05,Dorset Police,Dorset Police,-2.762359,50.733678,On or near TANNERY ROAD,E01020503,West Dorset 008B,Suspect charged
0f41625174695736237b7df057d08b0a0bb27db4c71af1519c67fe0c1d85d435,2013-05,Dorset Police,Dorset Police,-2.427250,50.714615,On or near MILL STREET,E01020518,West Dorset 010A,Suspect charged
3fc28f0945d9046fc190a94a1812f42e788c2f5b71664f67935f98e2d3b34163,2013-05,Dorset Police,Dorset Police,-2.441500,50.565362,On or near EAST WEARE ROAD,E01020569,Weymouth and Portland 008D,Suspect charged
3fc28f0945d9046fc190a94a1812f42e788c2f5b71664f67935f98e2d3b34163,2013-05,Dorset Police,Dorset Police,-2.441500,50.565362,On or near EAST WEARE ROAD,E01020569,Weymouth and Portland 008D,Suspect charged
9e96364ff796508ed62ef879d2f4f70ce6026a6a759348af9b521a58029eb9c9,2013-05,Dorset Police,Dorset Police,-1.878051,50.878865,On or near MONTROSE DRIVE,E01020414,East Dorset 003D,Suspect charged
0ec2cebb7008de7f08070c8d52d801e93c538b972c16bccfecaca6e283566870,2013-05,Dorset Police,Dorset Police,-1.981120,50.794784,On or near POOLE ROAD,E01020429,East Dorset 010D,Suspect charged
dbbae955e89e034d4d17c3a5ae47f88c48666d78e26cbdb6ac30d3d4b24500cb,2013-05,Dorset Police,Dorset Police,-2.167023,50.856687,On or near SHORT'S LANE,E01020438,North Dorset 007D,Suspect charged
4ba0eb1f2ea6e594971d23caf8438709789d98d2a4cba473c1e80157ee53c207,2013-05,Dorset Police,Dorset Police,-2.226062,50.679037,On or near FOLLY LANE,E01020492,Purbeck 004D,Suspect charged
57f1a875241f5cb2a0e58b609c1296a20c0696090615b66a09629b200b7a2cc5,2013-05,Dorset Police,Dorset Police,-2.453804,50.608561,On or near MAIDEN STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
ad22920c0b1912ec535417d6d18e7549bdf409f2d0822f9db392484dc6270b06,2013-05,Dorset Police,Dorset Police,-2.153878,50.864160,On or near HUNT ROAD,E01020436,North Dorset 007B,Suspect charged
7f0a4fb56c0bf45d16e8e60b77ca92534cb3155a4dc9c7909208d0fa981dafae,2013-05,Dorset Police,Dorset Police,-2.424787,50.550163,On or near VICTORIA ROAD,E01020563,Weymouth and Portland 008A,Offender given a caution
52701f55df4236f47395f52c271d00a2bf7e8d20ee334a758d09fb98d0e81ff5,2013-05,Dorset Police,Dorset Police,-2.469859,50.611537,On or near EMMADALE ROAD,E01020572,Weymouth and Portland 005A,Offender given a caution
aaed921d75797ea87eaaeb0f891a31cce7c94790a7cf7ff836674e25360b5a27,2013-05,Dorset Police,Dorset Police,-2.461636,50.607388,On or near Supermarket,E01020573,Weymouth and Portland 005B,Offender given a caution
d7efd8295b9821bdf3866c031f36ffad791890c10a28da1d15a15a54fa76ea61,2013-05,Dorset Police,Dorset Police,-2.467682,50.651303,On or near REGENCY DRIVE,E01020571,Weymouth and Portland 001D,Suspect charged
8e4a50a9eff3a8efd45dcb938f8384cde0bb53e4214d653c176ef8652bf2d7f0,2013-05,Dorset Police,Dorset Police,-2.298906,50.931915,On or near RIVERS MEAD,E01020459,North Dorset 004E,Suspect charged
4429b0bfb887620bd08e61c730bc7c7f6d86bc705cc5c8046e8e9e176fac78b2,2013-05,Dorset Police,Dorset Police,-2.767788,50.731196,On or near PINE VIEW,E01020517,West Dorset 007B,Offender given a caution
f451abcdb884577475313ea5942c94c5f9225897fdbbf307aecf280e103253b2,2013-05,Dorset Police,Dorset Police,-2.442538,50.529988,On or near CHURCH LANE,E01020566,Weymouth and Portland 009D,Suspect charged
e137cfb92061b9d544bca38e96decd2a5dd17617ca26468897461e83459de716,2013-05,Dorset Police,Dorset Police,-2.482800,50.610999,On or near GRANBY CLOSE,E01020578,Weymouth and Portland 005D,Suspect charged
4ffae10cf3f0c39069da425a269cc1fb44a8473e3dcabae8620c1ca65248ba4d,2013-05,Dorset Police,Dorset Police,,,No location,,,Suspect charged
4ffae10cf3f0c39069da425a269cc1fb44a8473e3dcabae8620c1ca65248ba4d,2013-05,Dorset Police,Dorset Police,,,No location,,,Suspect charged
586cd1f400b665767218c745dd306d28258e4ecdbc9161e3e6de7e0606e8ce2d,2013-05,Dorset Police,Dorset Police,-1.907402,50.806961,On or near Petrol Station,E01020375,East Dorset 009A,Suspect charged
a67e015e7268aec4aacce84b6231eadeaf42f61036247fd60e93a8afa1b1f888,2013-05,Dorset Police,Dorset Police,-2.158809,50.855763,On or near MEADOW VIEW,E01020437,North Dorset 007C,Suspect charged
c77f642907eba3f7f5a265eb9569e341d11c37ba642019c98afb4850ca47a952,2013-05,Dorset Police,Dorset Police,-2.109551,50.684934,On or near SOUTH STREET,E01020485,Purbeck 003C,Offender given a caution
40fcf68e2cb9c19d852eacc87f17db15134779f87a789042389670c8c5bb5c2a,2013-05,Dorset Police,Dorset Police,-2.455380,50.619571,On or near GLENDINNING AVENUE,E01020553,Weymouth and Portland 004A,Suspect charged
79caddb0ed6546fe2bc95ee760447c27a6a5c9eaf8846d9d8fff52d84afe0f0f,2013-05,Dorset Police,Dorset Police,-2.454025,50.608030,On or near Nightclub,E01020554,Weymouth and Portland 004B,Suspect charged
0871ef93b3addb8e2f8c49cdf6a7d3dcef78c6bb50049fee18ab00b33aa56f12,2013-05,Dorset Police,Dorset Police,-2.444163,50.624786,On or near GREENHILL,E01020560,Weymouth and Portland 002D,Suspect charged
7dbf5d72f78f895c6f14f7600b2269d622ec8e46cedeaf5b801923b303f0cacb,2013-05,Dorset Police,Dorset Police,-2.432504,50.558974,On or near GLACIS,E01020563,Weymouth and Portland 008A,Suspect charged
cad279b962fc4b4e7a9f29c36bb2a16f8f33282820e3fbf630534368f9efcc76,2013-05,Dorset Police,Dorset Police,-2.431414,50.550975,On or near Sports/Recreation Area,E01020563,Weymouth and Portland 008A,Suspect charged
680064002f9b4355f402661289886a540b209f08eca30122e9b29c9d8ba9c6d0,2013-05,Dorset Police,Dorset Police,-2.462881,50.610477,On or near NEWSTEAD ROAD,E01020573,Weymouth and Portland 005B,Suspect charged
870b70b133c2fa7c3dcf42873b5c0872e6a32b7e573c1a261a79dca711e98a80,2013-05,Dorset Police,Dorset Police,-2.714868,50.745328,On or near HIGHACRES,E01020531,West Dorset 007C,Suspect charged
4ffae10cf3f0c39069da425a269cc1fb44a8473e3dcabae8620c1ca65248ba4d,2013-05,Dorset Police,Dorset Police,,,No location,,,Suspect charged
64343201334eb1ba618cbbea25b6fa56b73002fa549323a30359e89d2ac5dbbb,2013-05,Dorset Police,Dorset Police,-1.854323,50.729615,On or near VICTORIA ROAD,E01015294,Bournemouth 015C,Investigation complete; no suspect identified
726271cacf36fa867e77c95c18838da9c34b01715c0ccedea957cb16eab6be16,2013-05,Dorset Police,Dorset Police,-1.861631,50.745137,On or near CHARMINSTER ROAD,E01015342,Bournemouth 010C,Investigation complete; no suspect identified
0c2237f780121da1ec54d1f798d7d30500a4230d9d42a84bb5025c1e05ea1b76,2013-05,Dorset Police,Dorset Police,-1.884181,50.733660,On or near ROSS GLADES,E01015348,Bournemouth 012C,Investigation complete; no suspect identified
756bb8b0299b36713994ec0a77f74b726168e1cffd9444b40c62dae55a0d8a22,2013-05,Dorset Police,Dorset Police,-1.902510,50.750582,On or near ST MARGARET'S ROAD,E01015357,Bournemouth 007D,Investigation complete; no suspect identified
33755ee5c6b6be3793f90114a3750e2f4cb658f8396692bd2b564b3841587dca,2013-05,Dorset Police,Dorset Police,-1.865326,50.736625,On or near KING'S ROAD,E01015376,Bournemouth 013D,Investigation complete; no suspect identified
39293d63d6dbd2d315a73a6db0c541084521650b323b7ffdc3511f809d23a1e2,2013-05,Dorset Police,Dorset Police,-1.903758,50.742976,On or near MICKLEHAM CLOSE,E01015387,Poole 009B,Investigation complete; no suspect identified
9a76d20ffdb946ef54366d5073634b1d5001130109b48aff557cc77130437af1,2013-05,Dorset Police,Dorset Police,-1.930455,50.765054,On or near STEPHEN LANGTON DRIVE,E01015437,Poole 002D,Investigation complete; no suspect identified
63f0af11051381080e0aa89c4480deb500d7e04d9d214fbd50dba1c6171e0ba3,2013-05,Dorset Police,Dorset Police,-1.962002,50.732713,On or near FOXHOLES ROAD,E01015447,Poole 011B,Investigation complete; no suspect identified
23e294504d8436db85e1c73056692049d3e91d53d2c4fc8729b360438ce097a0,2013-05,Dorset Police,Dorset Police,-1.987863,50.724652,On or near STERTE AVENUE,E01015465,Poole 015A,Investigation complete; no suspect identified
6a1057dfdf76b4b0c73a3ff66bc14f4414347c05e9e7733c739f3464182f0972,2013-05,Dorset Police,Dorset Police,-1.822125,50.727745,On or near LIVINGSTONE ROAD,E01015273,Bournemouth 016B,Investigation complete; no suspect identified
227c52b03f5aeee8b03f669145901bd0c836be4f9cb21c18cddef641a01f1a7c,2013-05,Dorset Police,Dorset Police,-1.879752,50.719977,On or near GERVIS PLACE,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
73167df692dadfb8e32c95c7f78c0f543e332ce04051b38337d999e31283db9a,2013-05,Dorset Police,Dorset Police,-1.861791,50.719688,On or near GROVE ROAD,E01015291,Bournemouth 021E,Investigation complete; no suspect identified
06057f57990b0ba4b7f25c9def54040b24a80f4ec101105767d6e1f62954c7c0,2013-05,Dorset Police,Dorset Police,-2.520722,50.944472,On or near HORSECASTLES,E01020546,West Dorset 001E,Suspect charged
ac821516f246e7d9306080926168b0f60d61ce73441ca447a17b19ac3a68710e,2013-05,Dorset Police,Dorset Police,-2.457888,50.647862,On or near BEVERLEY ROAD,E01020552,Weymouth and Portland 001B,Suspect charged
8971d9ad1978d808e1c906825219ba6d091d116cd939f04fe59088b9989e95eb,2013-05,Dorset Police,Dorset Police,-2.452832,50.619222,On or near AVENUE ROAD,E01020553,Weymouth and Portland 004A,Suspect charged
77f993a2250a83e691dda3239836fffa4081a940b3e6f06a598ad42fa3683b2c,2013-05,Dorset Police,Dorset Police,-2.453203,50.618114,On or near LENNOX STREET,E01020555,Weymouth and Portland 004C,Suspect charged
b0955fce962133e450dd43d19695caf88899c068197470bca73cfb66603dcb88,2013-05,Dorset Police,Dorset Police,-1.872862,50.722173,On or near Nightclub,E01015283,Bournemouth 017A,Investigation complete; no suspect identified
551b593ab1c5db97b4af1db9ce047407cfce663a32c51f3eda1b3476e339fd3b,2013-05,Dorset Police,Dorset Police,-1.860479,50.732276,On or near BENNETT ROAD,E01015327,Bournemouth 015D,Suspect charged
acaf65394c3364c52bee649e93bdde9f2e4e4eb52dbdfe2bdf76fe17177a3712,2013-05,Dorset Police,Dorset Police,-1.893274,50.753992,On or near COPPER BEECH GARDENS,E01015337,Bournemouth 003E,Investigation complete; no suspect identified
1059ca64ec77e1b28060d575728a4de15e71d149827ce2d99765be0b76f772fc,2013-05,Dorset Police,Dorset Police,-1.907791,50.760739,On or near RITCHIE ROAD,E01015313,Bournemouth 005D,Suspect charged
3e2bd5afb08f60d13322f2eee71448234d80e70395761841963b9dbf0733cc9b,2013-05,Dorset Police,Dorset Police,-1.877641,50.752951,On or near COWPER ROAD,E01015323,Bournemouth 006B,Suspect charged
7ea0335b7075b77529d8bac37c7ced1cb108fa8d2c1d3e5eaceb8718f407b7f3,2013-05,Dorset Police,Dorset Police,-1.860479,50.732276,On or near BENNETT ROAD,E01015327,Bournemouth 015D,Suspect charged
7ea0335b7075b77529d8bac37c7ced1cb108fa8d2c1d3e5eaceb8718f407b7f3,2013-05,Dorset Police,Dorset Police,-1.860479,50.732276,On or near BENNETT ROAD,E01015327,Bournemouth 015D,Suspect charged
d69377da9a372f16112cb2e31900446e5f53bf9027ced34772baf5d854b7f99c,2013-05,Dorset Police,Dorset Police,-1.825484,50.750367,On or near CHESHIRE DRIVE,E01015341,Bournemouth 008D,Suspect charged
d69377da9a372f16112cb2e31900446e5f53bf9027ced34772baf5d854b7f99c,2013-05,Dorset Police,Dorset Police,-1.825484,50.750367,On or near CHESHIRE DRIVE,E01015341,Bournemouth 008D,Suspect charged
59ea542e5de0f663d8f3911c911a29685ffa1d868ebc1710bf5af5a26c422181,2013-05,Dorset Police,Dorset Police,-1.909591,50.746622,On or near Supermarket,E01015359,Bournemouth 005E,Suspect charged
6c85f327820dae4d487d0907443ddc8e6f11e358dc0bfa94db6d07989843584a,2013-05,Dorset Police,Dorset Police,-1.879001,50.742071,On or near WIMBORNE ROAD,E01015375,Bournemouth 009D,Suspect charged
fc6afddbe3493ae09ead8c43afeb45e2499d7ec9d7b12a1847e20abc45a4054d,2013-05,Dorset Police,Dorset Police,-1.857508,50.730519,On or near Pedestrian Subway,E01015288,Bournemouth 021B,Suspect charged
1059ca64ec77e1b28060d575728a4de15e71d149827ce2d99765be0b76f772fc,2013-05,Dorset Police,Dorset Police,-1.907791,50.760739,On or near RITCHIE ROAD,E01015313,Bournemouth 005D,Suspect charged
33143c3676a7a690666b1b7fa75c3bae69c86ff2fe7c6f4b0b83ca092beee4fa,2013-05,Dorset Police,Dorset Police,-1.887533,50.718294,On or near DURLEY ROAD,E01015367,Bournemouth 024A,Offender given a caution
bbd5cf99f8efa3da7a6545b6b88e6d6eaff7250d0210bd3acd2b9688dcd690ef,2013-05,Dorset Police,Dorset Police,-2.027415,50.719172,On or near NAPIER ROAD,E01015427,Poole 014A,Offender given a caution
c3de2281c317cdeb77f4671b6004ee07ccdc09bbf9f234be0db5132a88f6d23e,2013-05,Dorset Police,Dorset Police,-1.850254,50.734916,On or near RICHMOND PARK ROAD,E01015329,Bournemouth 015E,Suspect charged
198d63ce3bcdda9e53a0cb9f82427358c91f2dfef6930a3c254cb11d2dc8bbb4,2013-05,Dorset Police,Dorset Police,-1.909591,50.746622,On or near Supermarket,E01015359,Bournemouth 005E,Suspect charged
36d1eafa257cffc57ee37289572815e09a1ca4596f9090a65519388259a0d6d0,2013-05,Dorset Police,Dorset Police,-1.815371,50.726755,On or near NEW PARK ROAD,E01015365,Bournemouth 018D,Suspect charged
6a9546676d606ea3eff50e0864905ceb4321b2b2c28f57bf321e29901eabacf4,2013-05,Dorset Police,Dorset Police,-1.916198,50.705225,On or near Parking Area,E01015404,Poole 018C,Suspect charged
47ecf06dd7fab2f015d82c538e6fdf74b980281d35dea7f8285c5d6e7d97ee29,2013-05,Dorset Police,Dorset Police,-1.940105,50.725311,On or near MARLBOROUGH ROAD,E01015460,Poole 013B,Suspect charged
5531cdeb42c36289ae0b707d2c2c092f708fe02cf795a48979bc589183ecbf14,2013-05,Dorset Police,Dorset Police,-1.868775,50.724615,On or near Parking Area,E01015285,Bournemouth 021A,Suspect charged
4214990c7e9c2ca6a2c37cf96ea826bb5224ac7104ee718e7d110674f186b15a,2013-05,Dorset Police,Dorset Police,-1.859712,50.727958,On or near CORPORATION ROAD,E01015288,Bournemouth 021B,Suspect charged
1136458f874f83a9bd0135d75a50ef91be62791c88ae32c4f6fb9b599255ad28,2013-05,Dorset Police,Dorset Police,-1.880051,50.752864,On or near COMLEY ROAD,E01015323,Bournemouth 006B,Suspect charged
ec2ff66b095607fef1892879637d34a95122d91d1460da547c913f4ea2a1ca0a,2013-05,Dorset Police,Dorset Police,-1.883984,50.750332,On or near HIGHFIELD ROAD,E01015358,Bournemouth 007E,Suspect charged
af7b9b18fc96002733804cc303027b76375259a33f84b29d0900830521cf8ef7,2013-05,Dorset Police,Dorset Police,-1.887927,50.719590,On or near Nightclub,E01015367,Bournemouth 024A,Suspect charged
7d89c480ecaf1a4930bac418655906554b6ac7051029b731ff517b2b8305d86f,2013-05,Dorset Police,Dorset Police,-1.903317,50.723461,On or near Supermarket,E01015371,Bournemouth 023A,Suspect charged
4214990c7e9c2ca6a2c37cf96ea826bb5224ac7104ee718e7d110674f186b15a,2013-05,Dorset Police,Dorset Police,-1.859712,50.727958,On or near CORPORATION ROAD,E01015288,Bournemouth 021B,Suspect charged
2088a4156e7d9dedebc4ec66d324bb975702c78c9cffa71370f6d8aac32b1df1,2013-05,Dorset Police,Dorset Police,-1.817718,50.731533,On or near CHILCOMBE ROAD,E01015274,Bournemouth 018A,Suspect charged
32f63693bd09783e032c8ac0c3305e6006c3a91375df0c6b1ffc11070ced699a,2013-05,Dorset Police,Dorset Police,-1.876634,50.720496,On or near Shopping Area,E01015283,Bournemouth 017A,Suspect charged
47293f8e9e61b8890644b2f0b97d2b66ec7ccf3798c5cc5a517cdf05007ecb2b,2013-05,Dorset Police,Dorset Police,-1.875668,50.716097,On or near Theatre/Concert Hall,E01015285,Bournemouth 021A,Suspect charged
4253a7027eb077ba0c73e5930eedce5d0839a26f85a3e481f86e3b704e3b4dfe,2013-05,Dorset Police,Dorset Police,-1.850460,50.732569,On or near Supermarket,E01015294,Bournemouth 015C,Suspect charged
758df6405d6df55d02906664c8c2dcd6cbd0b3f4f547dc9996f787b0ba3654b1,2013-05,Dorset Police,Dorset Police,-1.862608,50.735794,On or near CAPSTONE ROAD,E01015331,Bournemouth 013B,Suspect charged
325ba6de61deadb191b279baf0d55073f90fdeec5da06f8bcc6aef844bf98496,2013-05,Dorset Police,Dorset Police,-1.825484,50.750367,On or near CHESHIRE DRIVE,E01015341,Bournemouth 008D,Suspect charged
d3629eef335990bc23a3ddc9ea8be9f3e8df10d2372254399fa077f81da240cd,2013-05,Dorset Police,Dorset Police,-1.888640,50.741407,On or near TALBOT ROAD,E01015348,Bournemouth 012C,Offender given a caution
68c110e7d4fb503e54825542eeac1da220e66003916316f79d52c06e2496cbcb,2013-05,Dorset Police,Dorset Police,-1.878546,50.742611,On or near Shopping Area,E01015375,Bournemouth 009D,Suspect charged
6c6cd81b02b8e6bd9a575bd820166cacc0e480d60b8882f64fb703ad9f466a95,2013-05,Dorset Police,Dorset Police,-2.007928,50.747961,On or near SYCAMORE CLOSE,E01015419,Poole 006C,Offender given a caution
b9fe636f3dfd4dd2cfc989a3ebe2cd205731cfad56aac928cdae428f46d701e9,2013-05,Dorset Police,Dorset Police,-1.816863,50.729131,On or near OXFORD AVENUE,E01015274,Bournemouth 018A,Offender given a caution
322db2166c755b253155ee81f19a5c3af99967b1795f1ce1bac114f9e86de15a,2013-05,Dorset Police,Dorset Police,-1.874138,50.721824,On or near FIR VALE ROAD,E01015283,Bournemouth 017A,Offender given a caution
b9fe636f3dfd4dd2cfc989a3ebe2cd205731cfad56aac928cdae428f46d701e9,2013-05,Dorset Police,Dorset Police,-1.816863,50.729131,On or near OXFORD AVENUE,E01015274,Bournemouth 018A,Offender given a caution
