Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
4ee7352fcfe4902314045b935c237e62349957d06b1cca50f8a44aae3dd64daf,2013-05,Dorset Police,Dorset Police,-2.453559,50.646278,On or near CANBERRA ROAD,E01020552,Weymouth and Portland 001B,Suspect charged
4ee7352fcfe4902314045b935c237e62349957d06b1cca50f8a44aae3dd64daf,2013-05,Dorset Police,Dorset Police,-2.453559,50.646278,On or near CANBERRA ROAD,E01020552,Weymouth and Portland 001B,Suspect charged
08228f1fa22ed7964830efcc3cc85869292eed60a8ac70bd3bb316e00f7c7d23,2013-05,Dorset Police,Dorset Police,-2.453559,50.646278,On or near CANBERRA ROAD,E01020552,Weymouth and Portland 001B,Suspect charged
930c72df9061ed5dae37dda7f4e2f13e8cd7e10d9dbd9f980b4e579bf2c5d169,2013-05,Dorset Police,Dorset Police,-2.453559,50.646278,On or near CANBERRA ROAD,E01020552,Weymouth and Portland 001B,Suspect charged
930c72df9061ed5dae37dda7f4e2f13e8cd7e10d9dbd9f980b4e579bf2c5d169,2013-05,Dorset Police,Dorset Police,-2.453559,50.646278,On or near CANBERRA ROAD,E01020552,Weymouth and Portland 001B,Suspect charged
09ddb4d7bdb74451b18d41eee722c51cc36662919888cea0172e598771fa6a5b,2013-05,Dorset Police,Dorset Police,-2.454266,50.647732,On or near Supermarket,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
02dcf15b3a5091429a68011f619e1133fcb17d6d3314cd4ae7a1c87e68a2c10f,2013-05,Dorset Police,Dorset Police,-2.453207,50.609733,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
31ee942a28ae8e6211e8161fb9ba7e2788b19ce328a1a4f55094f84b59f7cb5a,2013-05,Dorset Police,Dorset Police,-2.454726,50.614835,On or near KING STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
f210c7c3bb1204ff9a506114583e71a8e6f3aa45bb9a9f3d574882c94ec735c2,2013-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
82f36a087a1ceffe48b7fbe905fe40f09f1179ebeaa3c0fcf697a7cdd2acafcc,2013-05,Dorset Police,Dorset Police,-2.454616,50.607767,On or near ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
1748ef288a1e507119c13a07b62ea20f2ffccf56e2c76e3a45e7c9ea2c5e5b90,2013-05,Dorset Police,Dorset Police,-2.453434,50.609804,On or near NEW STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
5e2c02e4beb73f019036d7798c1b436f01b0b365197b6f7ad31b524747d58626,2013-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
ab5e2821e8494f283f5c1fd42250faae32631d20aa1ae59b9a746f59a8026e06,2013-05,Dorset Police,Dorset Police,-2.454909,50.608908,On or near ST THOMAS STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
5a2de2e11b785d588fc743965ed6a195a19c7888b80a6e5badcefd6b18c17139,2013-05,Dorset Police,Dorset Police,-2.453699,50.610936,On or near Shopping Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
a38db9afc8e4470e238c8b24eed51c8ef5b6870e2aa9a0bac64896b30b8eb907,2013-05,Dorset Police,Dorset Police,-2.455111,50.609330,On or near Supermarket,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
3b6f9749549775f20024d4ff288350209d0641fa2cac44c5ea97557f421ed63d,2013-05,Dorset Police,Dorset Police,-2.454849,50.612955,On or near GLOUCESTER STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
d0e0f7a6137f29ebc180449e5d4f72eafb30a655cd08fb6cc27a4e4f8f602d3b,2013-05,Dorset Police,Dorset Police,-2.454381,50.614207,On or near ALBERT STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
711cb77c75d212ddeb175ac05cc48704a22e52bda10749b897e83413c5307b19,2013-05,Dorset Police,Dorset Police,-2.457213,50.614789,On or near A353,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
2cf29fc002562563f71f968e10d0032f11f5d552cdd31cc41625aa7f1007e176,2013-05,Dorset Police,Dorset Police,-2.447296,50.609333,On or near Parking Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
3859687f1fb5a49edf357ff89070a8b4c4bca90b76b089d7b6968cccc3bf83fa,2013-05,Dorset Police,Dorset Police,-2.452428,50.608018,On or near BELLE VUE,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
82f36a087a1ceffe48b7fbe905fe40f09f1179ebeaa3c0fcf697a7cdd2acafcc,2013-05,Dorset Police,Dorset Police,-2.454616,50.607767,On or near ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
c1afdea1b9364ea1825550f7f1a9dcbd3a1e8543577dc672d081ba03b7df0d63,2013-05,Dorset Police,Dorset Police,-2.456580,50.610655,On or near Parking Area,E01020554,Weymouth and Portland 004B,Suspect charged
86c10e1a9eacb0e34252d9c8985d5b3bbeb4b6a2a9af5b2e2001619c68b34261,2013-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
36abaecf0b523cc9b3e239bb4094854408ae5ab4ec415ecdf876e4689dfad907,2013-05,Dorset Police,Dorset Police,-2.455111,50.609330,On or near Supermarket,E01020554,Weymouth and Portland 004B,Suspect charged
8d6b6db563b4ea6aa729b61872faaf7a15713d3cba4daa97cb3c6346a19a1a7f,2013-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Suspect charged
266d8c117cd670269ff7ce803d29e051e80cd96b1f0315c1583dc679e4ee6c92,2013-05,Dorset Police,Dorset Police,-2.458149,50.618032,On or near Supermarket,E01020554,Weymouth and Portland 004B,Suspect charged
53881e64163667c5b8e568bbbb9caa4a4231e3c28e65d3ddd5991c9c45e92e07,2013-05,Dorset Police,Dorset Police,-2.454849,50.612955,On or near GLOUCESTER STREET,E01020554,Weymouth and Portland 004B,Suspect charged
bac8b60f254a51c656ba8359d56afa93eb64edd8b8108ce25b784e59095442c0,2013-05,Dorset Police,Dorset Police,-2.453322,50.608473,On or near MARKET STREET,E01020554,Weymouth and Portland 004B,Suspect charged
d78f0fd01f68e69dcf5813d91be6cac38024f690a293d87e4da2d59c79f88514,2013-05,Dorset Police,Dorset Police,-2.454909,50.608908,On or near ST THOMAS STREET,E01020554,Weymouth and Portland 004B,Suspect charged
7cf1390c9859bf838348dfd09f6ded72e02f13a1f4afe15507a06cd4318b0ba8,2013-05,Dorset Police,Dorset Police,-2.454726,50.614835,On or near KING STREET,E01020554,Weymouth and Portland 004B,Suspect charged
8d6b6db563b4ea6aa729b61872faaf7a15713d3cba4daa97cb3c6346a19a1a7f,2013-05,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Suspect charged
a1c00a0ce627862e37eca0ded5238ef8fea1ec058fd8afff8e44eece07bae99d,2013-05,Dorset Police,Dorset Police,-2.454849,50.612955,On or near GLOUCESTER STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
a9c3eabf7f6f73bdcbdd3852aad64b945075a42ed250ffad43b9066a2f023c40,2013-05,Dorset Police,Dorset Police,-2.454025,50.608030,On or near Nightclub,E01020554,Weymouth and Portland 004B,Offender given a caution
76c4e8d3bc74a94dfe2090d811b3caaae73eaac7b56e1fa014fa3b42adadcdd5,2013-05,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Offender given a caution
99ed5d37755dde2335acd954e6390d2ae1d041adf1bb339267855748a548d907,2013-05,Dorset Police,Dorset Police,-2.454849,50.612955,On or near GLOUCESTER STREET,E01020554,Weymouth and Portland 004B,Suspect charged
7de7078ace0165288df2e1e490dc7bfbee6db4c65ea9c30e2c600ee0332bf3f2,2013-05,Dorset Police,Dorset Police,-2.453263,50.608186,On or near Parking Area,E01020554,Weymouth and Portland 004B,Suspect charged
b1db481a5c29fd9199d7dc0e2dcec7b7386222e6f976171c8bdf539d2789539e,2013-05,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Suspect charged
ebd316483701e367d955fa462a17e9eec3367c53b670c59e85cde98b505bbdf1,2013-05,Dorset Police,Dorset Police,-2.453468,50.607447,On or near HELEN LANE,E01020554,Weymouth and Portland 004B,Offender given a caution
87ae1e9a6a13a079b5147fb940934f1a96697d72b91a71d22e8f74848772725f,2013-05,Dorset Police,Dorset Police,-2.458149,50.618032,On or near Supermarket,E01020554,Weymouth and Portland 004B,Suspect charged
4ca41a7946c94a03c9d12b791b6d56fb44db14ba80eef5cdb3a75da93f7f4987,2013-05,Dorset Police,Dorset Police,-2.454829,50.610859,On or near SCHOOL STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
4ca41a7946c94a03c9d12b791b6d56fb44db14ba80eef5cdb3a75da93f7f4987,2013-05,Dorset Police,Dorset Police,-2.454829,50.610859,On or near SCHOOL STREET,E01020554,Weymouth and Portland 004B,Offender given a caution
d360829698c0f93cae19550e56ecf946ee5b605621dad3d2fa4776d43a634478,2013-05,Dorset Police,Dorset Police,-2.453508,50.610136,On or near Nightclub,E01020554,Weymouth and Portland 004B,Offender given a caution
99ed5d37755dde2335acd954e6390d2ae1d041adf1bb339267855748a548d907,2013-05,Dorset Police,Dorset Police,-2.454849,50.612955,On or near GLOUCESTER STREET,E01020554,Weymouth and Portland 004B,Suspect charged
b44d7544348cdd569bb23146fd715bbf94fb1cac947e56c14d18c755fd0261be,2013-05,Dorset Police,Dorset Police,-2.454616,50.607767,On or near ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Suspect charged
42ded7f65924fc4a5f3c0c60bee80c41b3f71af1015b626dd60ab862c05ec9a3,2013-05,Dorset Police,Dorset Police,-2.452110,50.617642,On or near VICTORIA STREET,E01020555,Weymouth and Portland 004C,Offender given a caution
40b16d4f3bcadb56904fc2f0e8b2c15db051add496fcbbb35c5b4390b15ea6da,2013-05,Dorset Police,Dorset Police,-2.455861,50.618203,On or near CHARLES STREET,E01020555,Weymouth and Portland 004C,Offender given a caution
efb5f5aae1242dbd3eb96500fceabfb5d2041414cc406c97f4b3bf59d7759aff,2013-05,Dorset Police,Dorset Police,-2.452110,50.617642,On or near VICTORIA STREET,E01020555,Weymouth and Portland 004C,Offender given a caution
cc5443e844f3b528f073c7d75262f61812ab8e54d225130b90c0183c3725a4fc,2013-05,Dorset Police,Dorset Police,-2.453660,50.617141,On or near CHELMSFORD STREET,E01020555,Weymouth and Portland 004C,Suspect charged
44b0d42308ea5a71346f21b6ea7af24f72a192360df9268d3160355da9ff3ee8,2013-05,Dorset Police,Dorset Police,-2.453879,50.616430,On or near DERBY STREET,E01020555,Weymouth and Portland 004C,Offender given a caution
781428d1cadd8f272575444352befc3dda2df7df8b344ec444154f527ecb6c07,2013-05,Dorset Police,Dorset Police,-2.458832,50.622768,On or near CALEDONIAN CLOSE,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
a10e1abc4a7e0b65b1553556980fad36d021de81f22d6109e238d613d93243e8,2013-05,Dorset Police,Dorset Police,-2.454429,50.620636,On or near KIRTLETON AVENUE,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
278c188f5f18b4981cfb061161f0366bf0f105669aedf2ef389869c927fb567b,2013-05,Dorset Police,Dorset Police,-2.448565,50.620920,On or near GREENHILL,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
7981da560cf85990056d97e7fc2d1e2d73bf909cb25d67985e63ce3c87467caa,2013-05,Dorset Police,Dorset Police,-2.449986,50.620195,On or near WESTERHALL ROAD,E01020556,Weymouth and Portland 004D,Investigation complete; no suspect identified
b48132def8d3ff35d602ef935352371673b4a7414b88f5273caabd466e6b4b36,2013-05,Dorset Police,Dorset Police,-2.441552,50.635839,On or near BRACKENDOWN AVENUE,E01020557,Weymouth and Portland 002A,Investigation complete; no suspect identified
bf65e7a249b6dfbedf37dddfa168245da325ef7f29917529a6e6d41361b74b8d,2013-05,Dorset Police,Dorset Police,-2.455421,50.623834,On or near Supermarket,E01020561,Weymouth and Portland 002E,Suspect charged
585d942f34a37a3d94ba2985e3452ccda22fd00f91e68f5f3dac09572292802a,2013-05,Dorset Police,Dorset Police,-2.423644,50.548629,On or near SHEPHERDS CROFT,E01020563,Weymouth and Portland 008A,Suspect charged
8c7d1f380eb3d0c98200eba695d2e5327d11fa35bf00caefb60b771f2a960c1d,2013-05,Dorset Police,Dorset Police,-2.445723,50.531109,On or near WHEATLANDS,E01020566,Weymouth and Portland 009D,Suspect charged
a7443de0852ca711d1c3ed8de5051c630b78c8a7c37903783babaa7d8d56e872,2013-05,Dorset Police,Dorset Police,-2.445723,50.531109,On or near WHEATLANDS,E01020566,Weymouth and Portland 009D,Suspect charged
50437e85cae0354572b20a40df01bdb16c5472dedf418f5b0a303f08bae63014,2013-05,Dorset Police,Dorset Police,-2.445723,50.531109,On or near WHEATLANDS,E01020566,Weymouth and Portland 009D,Suspect charged
54021fb03a26318b15fa7e02fbb78dfc1e870c77576287993b475c42a0ac20a3,2013-05,Dorset Police,Dorset Police,-2.468227,50.610833,On or near OLD PARISH LANE,E01020572,Weymouth and Portland 005A,Investigation complete; no suspect identified
e171e24f76e31fd55445ddffde908877d0ecea60bddac5a0a4091fb0159621ce,2013-05,Dorset Police,Dorset Police,-2.461927,50.612585,On or near HOLLAND ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
af53f35815df1bfb72f6cf64027c8c191b7aacc88a01fa00217fa969760290e4,2013-05,Dorset Police,Dorset Police,-2.461636,50.607388,On or near Supermarket,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
d4ee87e6a460ee809563dca7299774b9d3573b2125f1da42f103ba15712f05d1,2013-05,Dorset Police,Dorset Police,-2.463635,50.606697,On or near PRINCE OF WALES ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
1fe24cdfc1cae76b037d46fda5438a333c412df1698211c94fb4dcc80d05b64f,2013-05,Dorset Police,Dorset Police,-2.469082,50.614409,On or near LINKS ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
c593dde9120a414acc28670557ff14ad1664b6ffe19ea806be6b6ec88561e61a,2013-05,Dorset Police,Dorset Police,-2.463777,50.615348,On or near MINTON PLACE,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
c05e2859cb5c4b94497566c5efd8436c6b5ad1d57fa71d1e2940a8a6d6527855,2013-05,Dorset Police,Dorset Police,-2.469082,50.614409,On or near LINKS ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
33d55ba35b78c9982e12030343d814dd183df59604f4e85908e6fee76881ef57,2013-05,Dorset Police,Dorset Police,-2.463452,50.615367,On or near POTTERY LANE,E01020574,Weymouth and Portland 003A,Suspect charged
4fc5e79761be8e808ec489595d1c2559a2b6e48569dbcf594e394fda931089ec,2013-05,Dorset Police,Dorset Police,-2.469082,50.614409,On or near LINKS ROAD,E01020574,Weymouth and Portland 003A,Investigation complete; no suspect identified
702c8b310aed9e3b5e78d9e465dedcf169ca8c5c582831dd4656491bb32482d1,2013-05,Dorset Police,Dorset Police,-2.473166,50.614321,On or near SUSSEX ROAD,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
0471b84db148c9153c24ccd7fa482db90b869d8269b4fbbc1be3a674daf14b83,2013-05,Dorset Police,Dorset Police,-2.479987,50.613753,On or near HEREFORD ROAD,E01020575,Weymouth and Portland 003B,Suspect charged
e8867a92dce4e4332a39081072177aabff0e70d31eb6a03d6c63789fb89fbcb5,2013-05,Dorset Police,Dorset Police,-2.473166,50.614321,On or near SUSSEX ROAD,E01020575,Weymouth and Portland 003B,Investigation complete; no suspect identified
c4f9062af3013c2e221c83afc7a96f4c39424eb057d204d4faaad2b226b8b201,2013-05,Dorset Police,Dorset Police,-2.483036,50.618911,On or near RADIPOLE LANE,E01020576,Weymouth and Portland 003C,Suspect charged
bbeae328c3b1d37c87f92bb0f7834b3a99f5f5862b682b2a70c282c22b98ec85,2013-05,Dorset Police,Dorset Police,-2.481102,50.614998,On or near Hospital,E01020578,Weymouth and Portland 005D,Investigation complete; no suspect identified
95c8983333184d5b16481edeefdaabb21608fabb7a5c670f440ab6b061c2f0fc,2013-05,Dorset Police,Dorset Police,-2.481314,50.610843,On or near RADIPOLE LANE,E01020578,Weymouth and Portland 005D,Suspect charged
e137cfb92061b9d544bca38e96decd2a5dd17617ca26468897461e83459de716,2013-05,Dorset Police,Dorset Police,-2.482800,50.610999,On or near GRANBY CLOSE,E01020578,Weymouth and Portland 005D,Suspect charged
c9723563956c53196ddac2dcf350cebee0068e48a3c9adea2c07a2ea2d8f6730,2013-05,Dorset Police,Dorset Police,-2.460714,50.596969,On or near OLD CASTLE ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
af9f6eaa7f71e4fa34bac5d72b468632469c49771df6fea033ac134796edf91a,2013-05,Dorset Police,Dorset Police,-2.458675,50.600889,On or near BINCLEAVES ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
71d72581d2d3fe547d12a82e0d34df15ce0964fb109b7bfb6f9bebd8a4e9a5b6,2013-05,Dorset Police,Dorset Police,-2.459476,50.601866,On or near NEW CLOSE GARDENS,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
87b65fdf89052e4027a5b1a08e1d53e6a9f0bf1ad2f480520fa2b655b52407a1,2013-05,Dorset Police,Dorset Police,-2.454196,50.603784,On or near MARLOW ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
fea71974a31646ffb46d86691ca2dc9c138f45ceab646028165519014bcae250,2013-05,Dorset Police,Dorset Police,-2.460714,50.596969,On or near OLD CASTLE ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
691c64c028ba8d9eaa98bd6a855e813b67568af7ba7db72130f37f1034838f0a,2013-05,Dorset Police,Dorset Police,-2.452553,50.606390,On or near COVE ROW,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
f3d8be67c33aefe650ca61eeeb74c32cfc12870c0afd8682598f6e17d7d8750d,2013-05,Dorset Police,Dorset Police,-2.459476,50.601866,On or near NEW CLOSE GARDENS,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
652e989195e328c27223c6ca551a049e4d49db1bcb2148cd2206957ca129c1d7,2013-05,Dorset Police,Dorset Police,-2.456584,50.603856,On or near RODWELL AVENUE,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
65c9fda22c355249c53448c6fcd2476e7a48d39632a451da51092c9796fdfa29,2013-05,Dorset Police,Dorset Police,-2.455627,50.605703,On or near PROSPECT PLACE,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
198387faba3dd7325f49a1ef8d7503bb23adf34ef9a21820c4147bcac66de834,2013-05,Dorset Police,Dorset Police,-2.463319,50.606114,On or near PRINCE OF WALES ROAD,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
1b4356473bcc25c55ab0fb759853005915c7c771e8bc0a992c43a831f64fe1d8,2013-05,Dorset Police,Dorset Police,-2.469318,50.592663,On or near DONCASTER ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
3b6c42dab007fcfb325afafc021b18b3fc38aae9a2fc3de5600d190cc3095be7,2013-05,Dorset Police,Dorset Police,-2.468228,50.593864,On or near DAWLISH CRESCENT,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
39b63b8fd50b7cce8f1b336d2a9018602251770c70e14446832c155afff65b7f,2013-05,Dorset Police,Dorset Police,-2.465435,50.597202,On or near ST MARTIN'S ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
8523bc9cd53cb9f7382abd2ddc2215b99403dc600c04623859af591c8b2716c4,2013-05,Dorset Police,Dorset Police,-2.469318,50.592663,On or near DONCASTER ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
cc325c1c62d68c0bfcbf1f42342e5d82c25d9f4ca426c9da8ba2dc5ce388115d,2013-05,Dorset Police,Dorset Police,-2.463630,50.713855,On or near MORASTON STREET,E01032641,West Dorset 009F,Investigation complete; no suspect identified
8b5baed3c41b4952f3c1a44ef3c35ea41b038bc4de834a31b4f5af5cfbdcf10a,2013-05,Dorset Police,Dorset Police,-2.452996,50.714212,On or near POUNDBURY CRESCENT,E01032641,West Dorset 009F,Investigation complete; no suspect identified
30a2432ace67d29fd25a6f542f75a38c6d36f815441df9cef689e84f4f2d04fb,2013-05,Dorset Police,Dorset Police,-2.469930,50.714972,On or near DUNNABRIDGE SQUARE,E01032641,West Dorset 009F,Investigation complete; no suspect identified
e6ed19d3579c2fc5a8e648263f0ef4fc7ae248cda9b1e57b9cda790282cdc138,2013-05,Dorset Police,Dorset Police,-2.452512,50.716822,On or near PLASSEY CLOSE,E01032643,West Dorset 009G,Investigation complete; no suspect identified
342bc719204ca631fd78d9ff7fa07db745451da65141098023e9f9bf27a60fe4,2013-05,Dorset Police,Dorset Police,-2.448297,50.714563,On or near HAWTHORNE ROAD,E01032643,West Dorset 009G,Suspect charged
ec73b24107273ee5e67de549385a45ad491e34224b0b49832e2d1bbbcdc5c2bb,2013-05,Dorset Police,Dorset Police,-2.441511,50.718941,On or near Petrol Station,E01032643,West Dorset 009G,Offender given a caution
756e049e4a9ea30142b40e07bb6e8d7f8f6de887de52296e75b33ad1b02a2cd2,2013-05,Dorset Police,Dorset Police,-2.448297,50.714563,On or near HAWTHORNE ROAD,E01032643,West Dorset 009G,Offender given a caution
b0049fdddb478a6b6aae1db51129bbfd69c48be40cdb771c2f696e51fadb154c,2013-05,Dorset Police,Dorset Police,-2.448297,50.714563,On or near HAWTHORNE ROAD,E01032643,West Dorset 009G,Suspect charged
f33f06a0feae6f19cd6893995a4a2335ab8be3be885849580e2ac76264918d8f,2013-05,Dorset Police,Dorset Police,-2.437560,50.714505,On or near Supermarket,E01032644,West Dorset 009H,Investigation complete; no suspect identified
42118186fdb0d8f7481a1c0f57c10412d4a1a6e7172e46b52db6f1c4b5cd64be,2013-05,Dorset Police,Dorset Police,-2.435590,50.714287,On or near Supermarket,E01032644,West Dorset 009H,Investigation complete; no suspect identified
898c183c79930fc8ece02146d10abf88c5589f585f4120ad015f390e954fb760,2013-05,Dorset Police,Dorset Police,-2.435590,50.714287,On or near Supermarket,E01032644,West Dorset 009H,Investigation complete; no suspect identified
7d4258ac5538c95b78a230b1b0675a4f5c225b1a84ca5c96e0497da8cdf837fd,2013-05,Dorset Police,Dorset Police,-2.437560,50.714505,On or near Supermarket,E01032644,West Dorset 009H,Suspect charged
40d4ac8ae19f9e094f51743133c295d9e22d654bac072bf7e46fd96c883121a6,2013-05,Dorset Police,Dorset Police,-2.437560,50.714505,On or near Supermarket,E01032644,West Dorset 009H,Offender given a caution
371dadef90c83eab51bc8331b6280a93e721f4b3d34a7a63cb34da8d91bf3fd3,2013-05,Dorset Police,Dorset Police,-2.436633,50.713798,On or near Shopping Area,E01032644,West Dorset 009H,Suspect charged
0663594a6c753b5d6561db0d81f9350dd0bd3960e70a627e6911cd6768834b95,2013-05,Dorset Police,Dorset Police,-2.436234,50.713503,On or near CHARLES STREET,E01032644,West Dorset 009H,Investigation complete; no suspect identified
2abf125f31456b9b9ac89ec46b25ff30f716e7104f291ed2242d9bb15de00493,2013-05,Dorset Police,Dorset Police,-2.437849,50.713523,On or near TRINITY STREET,E01032644,West Dorset 009H,Suspect charged
2abf125f31456b9b9ac89ec46b25ff30f716e7104f291ed2242d9bb15de00493,2013-05,Dorset Police,Dorset Police,-2.437849,50.713523,On or near TRINITY STREET,E01032644,West Dorset 009H,Offender given a caution
93d634354553170379b573768c3c878d34e7d8025d5e51e36cfa233ebf0aa9dd,2013-05,Dorset Police,Dorset Police,-2.438683,50.713358,On or near Supermarket,E01032644,West Dorset 009H,Suspect charged
5f79354197ebffed9204c88b48270744adeaf76ab2f3a09143e0937de1946fc2,2013-05,Dorset Police,Dorset Police,-2.438683,50.713358,On or near Supermarket,E01032644,West Dorset 009H,Suspect charged
8d8c0513cefb5aa1bc2938c406fdafa3990a0df31d0ee1ac670de4869d467c48,2013-05,Dorset Police,Dorset Police,-2.438683,50.713358,On or near Supermarket,E01032644,West Dorset 009H,Offender given a caution
8d8c0513cefb5aa1bc2938c406fdafa3990a0df31d0ee1ac670de4869d467c48,2013-05,Dorset Police,Dorset Police,-2.438683,50.713358,On or near Supermarket,E01032644,West Dorset 009H,Offender given a caution
7d9df8f9f71e6d0fb47ed44aa11fa3df79bceedd79840cc9a785705e9fc0fb5d,2013-05,Dorset Police,Dorset Police,-2.435705,50.716094,On or near FRIARY LANE,E01032644,West Dorset 009H,Suspect charged
7d9df8f9f71e6d0fb47ed44aa11fa3df79bceedd79840cc9a785705e9fc0fb5d,2013-05,Dorset Police,Dorset Police,-2.435705,50.716094,On or near FRIARY LANE,E01032644,West Dorset 009H,Suspect charged
96135d0efa30c497a9cfb628af3c080c4133fbc29b1cb81dc10f8ebb875d454d,2013-05,Dorset Police,Dorset Police,-2.442653,50.715286,On or near Parking Area,E01032644,West Dorset 009H,Suspect charged
e27d66d115ec8864537f34d801a493849c95b51052abc0f55d1077a7bc93a636,2013-05,Dorset Police,Dorset Police,-2.433810,50.713359,On or near WOLLASTON ROAD,E01032645,West Dorset 009I,Suspect charged
d3ff078207fbce7265e80a28682b862059b80413a3ed04e8211b4d87675793b9,2013-05,Dorset Police,Dorset Police,-2.439577,50.710522,On or near Parking Area,E01032645,West Dorset 009I,Suspect charged
37bfaf346f58ed945bc8a298b4e96ea09f99d5aab9fe0d3b222766437f5d9d4c,2013-05,Dorset Police,Dorset Police,-2.433529,50.715068,On or near Parking Area,E01032645,West Dorset 009I,Investigation complete; no suspect identified
70ff9adce8f305c516c71f2e475cef3def6178d34d78730efe7dc2a536bad54a,2013-05,Dorset Police,Dorset Police,-1.980060,50.717510,On or near Shopping Area,E01032659,Poole 015F,Investigation complete; no suspect identified
e765207e0f15ad99ff8a1219aea6b5d5538510e77db75f0da96a720e62b04701,2013-05,Dorset Police,Dorset Police,-1.986406,50.717862,On or near Supermarket,E01032659,Poole 015F,Investigation complete; no suspect identified
a9affad4389e3e344a70016d829dd81ed988a9edc6f7b1b68470167a2b2ab55a,2013-05,Dorset Police,Dorset Police,-1.982539,50.718095,On or near Parking Area,E01032659,Poole 015F,Investigation complete; no suspect identified
5cc6b80e944da3452531cd954015b4bc697bb509d949dce6e4e026685628e562,2013-05,Dorset Police,Dorset Police,-1.978997,50.718373,On or near Pedestrian Subway,E01032659,Poole 015F,Investigation complete; no suspect identified
fd6385c2aadd5211a9ab53e4d52b35ea18e5a318cb272e0116e18d5c3fcc3b49,2013-05,Dorset Police,Dorset Police,-1.985161,50.714265,On or near Parking Area,E01032659,Poole 015F,Investigation complete; no suspect identified
ac87ba31e339a1959042314915ecb799081a80f581fda3041ddbd749ac1209ba,2013-05,Dorset Police,Dorset Police,-1.981363,50.718572,On or near Parking Area,E01032659,Poole 015F,Investigation complete; no suspect identified
06c408a4d9c77b36e5b4464da7b126a251590e8087095c026582fb10f4ebf994,2013-05,Dorset Police,Dorset Police,-1.980074,50.718428,On or near Shopping Area,E01032659,Poole 015F,Investigation complete; no suspect identified
